Gene	Name	Chr	Strand	Start	End	HNT_8A8G_Rep1	HNT_8A8G_Rep2	HBG1_8A8G_Rep1	HBG1_8A8G_Rep2	HBG1_WT
PEBP1	PEBP1	12	+	118136124	118145584	77.676575	85.795059	69.988312	80.687378	54.524544
OR10V2P	OR10V2P	11	+	59748812	59749581	0.212215	0.0	0.0	1.178004	0.0
LINC00244	LINC00244	7	+	156540491	156541101	0.000000	0.000000	0.000000	0.000000	1.109612
LOC100506388	LOC100506388	17	+	331205	333488	0.000000	0.000000	0.000000	0.000000	0.000000
DAAM1	DAAM1	14	+	59188663	59371405	20.124779	15.375953	23.276745	23.964338	31.340382
ZC3H13	ZC3H13	13	-	45954465	46052778	47.538136	63.077934	46.946846	56.921444	54.913082
REX1BD	REX1BD	19	+	18588685	18592337	68.955429	126.188965	55.668987	51.017216	54.228733
ZNF668	ZNF668	16	-	31060843	31074320	12.087810	7.301314	10.204867	9.684878	10.464334
C1orf140	C1orf140	1	-	221329928	221336296	0.0	0.0	0.347833	0.0	0.0
TMCO2	TMCO2	1	+	40247901	40251693	0.000000	0.0	0.0	0.0	0.0
LILRB4	LILRB4	19	+	54662819	54670359	0.000000	0.000000	0.0	0.0	0.0
AHNAK2	AHNAK2	14	-	104937251	104978357	0.628413	0.694084	0.708953	0.809612	0.578852
LINC00348	LINC00348	13	+	71015141	71168417	0.0	0.0	0.0	0.0	0.0
LOC105375218	LOC105375218	7	-	30247429	30286085	0.000000	0.000000	0.000000	0.000000	0.000000
MTPAP	MTPAP	10	-	30309801	30349338	8.690168	2.991916	12.456474	13.406050	8.803817
NPW	NPW	16	+	2019520	2020755	18.482950	13.308382	13.452544	8.069047	21.346310
LOC105374194	LOC105374194	3	+	166898683	166931824	0.0	0.0	0.0	0.0	0.0
MIR144	MIR144	17	-	28861533	28861618	0.0	0.000000	0.0	0.0	0.0
DEFB133	DEFB133	6	-	49946101	49949444	0.0	0.0	0.0	0.0	0.0
LOC105371925	LOC105371925	17	+	81228707	81232209	1.230117	0.000000	0.000000	1.476100	0.546737
CHMP1B2P	CHMP1B2P	X	-	80228489	80335318	0.047182	0.0	0.0	0.0	0.0
JPT1	JPT1	17	-	75135243	75154683	86.465660	78.593094	90.154701	70.340935	100.302521
SEPT7P9	SEPT7P9	10	-	38383023	38402927	0.000000	4.335641	0.000000	0.000000	0.0
MIR5681B	MIR5681B	8	-	74548550	74548609	0.0	0.0	0.0	0.000000	0.0
ULK2	ULK2	17	-	19770830	19867926	1.776702	1.242750	0.897993	2.205246	1.815342
C10orf120	C10orf120	10	-	122697709	122699825	0.0	0.0	0.0	0.0	0.0
METTL7B	METTL7B	12	+	55681546	55684610	6.213048	9.061117	8.978777	12.775305	5.890960
TLR10	TLR10	4	-	38772239	38782990	0.459921	0.0	0.0	0.0	0.0
AP2A1	AP2A1	19	+	49766923	49807112	39.066570	41.350254	43.140835	50.587914	58.726131
PLIN1	PLIN1	15	-	89664370	89679417	2.102185	3.265541	3.307166	1.577427	2.197078
CCDC102B	CCDC102B	18	+	68715254	69055189	0.000000	0.0	0.000000	0.0	0.000000
RNVU1-14	RNVU1-14	1	+	145281116	145281279	0.0	0.0	0.0	0.0	0.0
CCL16	CCL16	17	-	35976493	35981496	0.0	0.0	0.0	0.0	0.0
ITPA	ITPA	20	+	3208868	3227449	105.894814	44.333233	80.093086	92.658028	70.153030
WNT9B	WNT9B	17	+	46851586	46886730	0.434426	0.000000	0.000000	0.400115	0.371177
TCTN1	TCTN1	12	+	110614027	110649131	100.931305	97.909706	103.724136	82.234367	99.081688
KRT82	KRT82	12	-	52393951	52406392	0.0	0.0	0.0	0.0	0.0
CEP120	CEP120	5	-	123344885	123423592	23.785370	20.729357	28.491144	25.039068	30.372820
RPP25	RPP25	15	-	74955102	74957434	26.685516	17.439173	24.194344	27.517534	29.959547
MICA	MICA	6	+	31400711	31415315	22.343420	31.542601	26.456360	17.650621	20.160213
LINC01063	LINC01063	3	-	196631504	196632587	2.379532	0.0	1.090238	0.000000	0.000000
CPNE5	CPNE5	6	-	36740776	36839444	0.000000	0.000000	0.000000	0.275835	0.350573
SCAF4	SCAF4	21	-	31671000	31732118	294.223328	334.336487	320.044098	326.587158	428.385162
MYPN	MYPN	10	+	68106117	68212016	0.466024	0.941750	0.185676	0.152770	0.609488
SNORA71E	SNORA71E	20	+	38448083	38448218	0.000000	0.000000	0.000000	0.000000	0.000000
SNORD20	SNORD20	2	-	231456444	231456523	0.000000	0.698003	5.072946	0.000000	0.000000
KCNC3	KCNC3	19	-	50311942	50333515	39.744133	52.053913	29.071114	28.010534	37.574200
ZNF300	ZNF300	5	-	150894392	150904983	5.135118	5.773813	2.823859	3.854079	5.200429
LINC01242	LINC01242	9	-	30388935	30408454	0.0	0.0	0.0	0.0	0.0
LINC00837	LINC00837	10	-	28789311	28796050	0.0	0.0	0.0	0.0	0.0
LINC01168	LINC01168	10	+	132965534	132976497	0.000000	0.0	0.0	0.0	0.000000
TMC8	TMC8	17	+	78130778	78142968	0.959503	0.000000	0.380064	0.000000	0.207313
ACTR6	ACTR6	12	+	100200087	100224424	4.878862	0.613842	8.698864	5.464835	2.457120
ADAM33	ADAM33	20	-	3667965	3682690	0.0	0.0	0.0	0.000000	0.0
IRGM	IRGM	5	+	150846523	150902402	0.000000	0.000000	0.107368	0.338513	0.000000
HIST1H1B	HIST1H1B	6	-	27866792	27867581	0.040824	0.0	0.052977	0.0	0.0
PSMG1	PSMG1	21	-	39175446	39183514	52.005898	53.429440	74.970886	75.412186	57.889957
MYOZ3	MYOZ3	5	+	150660841	150679368	2.155950	1.550945	1.636776	2.777761	5.915117
RHOBTB1	RHOBTB1	10	-	60869440	61001468	4.048800	2.434949	4.961411	5.359579	5.484960
RPH3AL	RPH3AL	17	-	212389	352842	2.779638	2.742412	4.557109	3.841341	4.707431
FMO2	FMO2	1	+	171185208	171212683	0.0	0.0	0.000000	0.000000	0.295505
LINC01525	LINC01525	1	+	117295466	117321336	0.0	0.0	0.0	0.0	0.0
PARP14	PARP14	3	+	122680825	122730840	0.000000	0.0	0.0	0.0	0.227459
RNF8	RNF8	6	+	37353972	37394738	19.267155	14.079866	22.909508	19.970203	15.154150
LOC101927502	LOC101927502	9	+	81689713	81776899	0.0	0.0	0.152527	0.300619	0.0
SAP18	SAP18	13	+	21140514	21149097	145.361267	116.934731	184.762848	168.600952	168.780029
SNHG14	SNHG14	15	+	24823608	25419461	0.049796	0.193610	0.038069	0.029480	0.074532
NPIPB2	NPIPB2	16	-	11927265	11964438	6.019910	3.004171	4.535230	7.236215	8.115546
TUBA4A	TUBA4A	2	-	219249710	219254608	14.317727	13.779703	19.635710	20.865797	18.144487
RAC2	RAC2	22	-	37225261	37244299	0.0	0.0	0.000000	0.308215	0.0
FAM201A	FAM201A	9	+	38621088	38623280	1.207622	0.000000	3.038836	0.432842	0.0
STAG3L2	STAG3L2	7	-	74881990	74890612	2.483484	1.869784	4.016196	3.249754	0.999105
SOD3	SOD3	4	+	24795463	24800845	0.0	0.0	0.0	0.0	0.0
H1FX	H1FX	3	-	129314771	129316286	124.209572	236.223877	158.781372	149.217316	153.004929
SNORA70D	SNORA70D	16	-	71698567	71698701	0.000000	0.000000	0.000000	0.000000	0.000000
KRTAP19-7	KRTAP19-7	21	-	30560875	30561313	0.0	0.0	0.0	0.0	0.0
EVI5	EVI5	1	-	92508696	92792404	10.930841	8.907046	10.874339	14.738446	8.429812
MYO10	MYO10	5	-	16661907	16936276	6.934290	5.004230	7.115994	5.917349	6.843416
PRDX4	PRDX4	X	+	23667528	23686397	480.871338	341.312347	485.713196	426.384552	408.532013
KRTAP20-4	KRTAP20-4	21	+	30620627	30620850	0.0	0.0	0.0	0.0	0.0
GS1-124K5.11	GS1-124K5.11	7	-	66530305	66592407	17.182446	6.491055	28.107172	22.246227	24.591503
TAF1D	TAF1D	11	-	93730194	93741537	115.030815	172.506454	214.303192	107.135635	111.878433
MYO1C	MYO1C	17	-	1464186	1492686	44.772511	37.479507	43.482372	43.531895	39.521908
PIEZO2	PIEZO2	18	-	10670247	11148762	0.0	0.0	0.0	0.0	0.000000
CRCP	CRCP	7	+	66114818	66154566	28.302303	16.364889	26.999987	37.576664	26.012768
SMIM31	SMIM31	4	+	164754131	164803795	0.0	0.0	0.0	0.0	0.000000
CIDECP1	CIDECP1	3	-	10017553	10026136	87.966621	80.961388	73.684868	83.034096	121.299309
CAT	CAT	11	+	34438925	34472060	15.009331	20.707712	22.855551	21.992359	18.004795
IKZF1	IKZF1	7	+	50304083	50405100	0.358905	0.501284	0.470063	0.345005	0.412449
TDP2	TDP2	6	-	24649977	24666887	62.105350	66.179489	75.291740	59.195770	57.652489
CXorf67	CXorf67	X	+	51406915	51408837	4.548345	7.464860	7.637119	4.184304	8.534735
MIR3670-2	MIR3670-2	16	+	16306370	18405762	0.0	0	0.0	0	0
TMEM258	TMEM258	11	-	61789130	61792613	168.691055	176.255356	147.798538	147.807159	168.757675
ASCC3	ASCC3	6	-	100508195	100881372	41.617699	44.717640	48.868938	55.904270	56.226421
KIAA0825	KIAA0825	5	-	94150851	94618604	0.427732	0.255587	0.263675	0.392615	0.440980
DLK2	DLK2	6	-	43450352	43456632	15.181388	15.526955	21.967422	21.810356	20.612125
LOC100506725	LOC100506725	7	+	35716437	35719712	0.0	0.0	0.0	0.0	0.000000
ERLEC1	ERLEC1	2	+	53786931	53818819	27.160561	51.359627	54.950031	34.578228	61.115803
LOXL4	LOXL4	10	-	98247686	98268250	3.220098	0.612567	1.794405	3.072375	1.996851
SAXO2	SAXO2	15	+	82262811	82284926	6.343755	7.287049	3.658907	3.661719	2.680968
MARCKSL1	MARCKSL1	1	-	32333829	32336239	90.281570	79.561501	84.759384	118.359283	97.504616
CALML6	CALML6	1	+	1914827	1917294	0.495789	0.000000	1.296025	0.0	0.000000
RBM11	RBM11	21	+	14216130	14228372	8.433027	6.565380	7.070955	14.151539	5.189527
RNF217	RNF217	6	+	124962545	125092634	4.812308	5.761169	5.120918	6.025013	4.696651
SHANK2	SHANK2	11	-	70467856	71224796	1.311192	1.328096	1.601790	2.055762	1.192014
RPS4X	RPS4X	X	-	72272603	72277291	1655.880249	1323.491577	1977.313232	2220.473389	1332.673706
TCP10L	TCP10L	21	-	32574841	32585545	0.360857	0.000000	0.000000	0.000000	0.598832
USP17L12	USP17L12	4	+	9220152	9221744	0	0	0.0	0.000000	0
LOC100190986	LOC100190986	16	+	22504449	22506880	9.917090	8.180543	9.298228	6.376960	8.948175
HSFX2	HSFX2	X	+	149774072	149776870	1.549841	3.358802	0.480777	0.000000	0.021583
SNORD21	SNORD21	1	+	92837289	92837383	0.000000	0.000000	0.000000	0.000000	0.524373
LARGE-AS1	LARGE-AS1	22	+	33724986	33750816	0.579406	2.122539	0.510805	1.177471	0.373743
AVPR2	AVPR2	X	+	153902531	153907166	0.668909	0.0	3.837590	0.781103	1.414613
CSMD2-AS1	CSMD2-AS1	1	+	33868956	33885458	0.0	0.0	0.000000	0.0	0.000000
LINC01012	LINC01012	6	+	27694035	27710222	0.619641	0.322426	4.888807	0.513225	4.038143
TTTY3	TTTY3	Y	-	23936727	25733388	0.0	0.0	0.0	0.0	0.0
S1PR3	S1PR3	9	+	88991409	89005154	9.750754	11.063151	12.709534	12.663483	10.166119
KDM4A	KDM4A	1	+	43650126	43705518	24.644316	35.388664	28.662390	29.398071	23.543381
CACTIN	CACTIN	19	-	3610629	3626815	23.688494	18.622543	15.169056	19.423742	16.493038
DDX50	DDX50	10	+	68901278	68946847	55.476028	67.236710	58.358871	69.585648	53.341034
CYP2D6	CYP2D6	22	-	42140203	42144554	0.000000	0.000000	0.039208	0.000000	0.000000
EPS8L1	EPS8L1	19	+	55075853	55087923	3.031232	1.920573	2.099752	2.797172	4.155293
SLITRK6	SLITRK6	13	-	85792787	85799348	0.0	0.0	0.0	0.0	0.0
TAS2R50	TAS2R50	12	-	10985913	10986912	0.322510	0.000000	0.205454	0.000000	0.000000
OR2T2	OR2T2	1	+	248452798	248453772	0.0	0.0	0.390226	0.0	0.0
LOC101927415	LOC101927415	12	-	123581066	123584327	2.521430	0.906058	1.910525	1.966088	1.633276
RNF44	RNF44	5	-	176526699	176537420	59.024700	63.242599	58.015789	70.318283	72.806854
HIST1H2BN	HIST1H2BN	6	+	27838662	27839110	84.479874	74.233047	83.090675	83.384171	99.559883
RPS6KA1	RPS6KA1	1	+	26529758	26575029	14.643167	11.652813	13.655391	11.574281	13.512659
VPS41	VPS41	7	-	38723943	38909200	5.043918	3.862673	6.852678	6.407137	7.804685
MCM7	MCM7	7	-	100092728	100101940	297.227051	225.714417	281.792389	272.123688	295.789734
SNORD100	SNORD100	6	+	132816802	132816877	0.000000	0.000000	0.000000	0.000000	0.000000
MICB	MICB	6	+	31494881	31511124	20.888781	14.822841	21.776537	15.737525	26.359377
TNRC6C	TNRC6C	17	+	78004237	78108835	27.381756	29.065495	26.555328	33.458744	36.866379
CCDC82	CCDC82	11	-	96352765	96389919	25.047842	43.367771	26.015408	30.075319	38.884441
YBEY	YBEY	21	+	46286330	46297751	37.068535	16.481911	29.577940	26.124582	19.428541
ITGAE	ITGAE	17	-	3714625	3801243	15.249352	11.404401	15.637364	13.935684	15.233939
MIR3936	MIR3936	5	-	132365490	132365599	0.000000	0.000000	0.000000	0.000000	0.000000
NCF4	NCF4	22	+	36860988	36878017	0.000000	0.0	0.0	0.0	0.000000
BCRP2	BCRP2	22	+	21103016	21122286	2.147011	6.260149	3.762871	1.796057	1.655966
LINC01617	LINC01617	8	+	73878982	73883074	0.0	0.0	0.000000	0.184475	0.000000
TICRR	TICRR	15	+	89575587	89628022	85.592224	70.661888	92.479050	101.801796	107.965302
CPXM1	CPXM1	20	-	2794069	2800646	0.0	0.0	0.0	0.000000	0.0
STPG3	STPG3	9	+	137251261	137253483	2.588549	2.181871	1.275521	0.611915	3.795320
MAGEF1	MAGEF1	3	-	184710367	184712048	29.378057	26.777136	37.218445	37.502594	24.751585
OR10G7	OR10G7	11	-	124038066	124039001	0.0	0.0	0.0	0.0	0.0
LOC100129034	LOC100129034	9	+	124353473	124359184	16.817501	15.860713	12.725336	21.502222	12.648335
OBSCN	OBSCN	1	+	228208130	228378874	1.491460	0.663544	0.943059	0.979668	0.974474
SEC14L5	SEC14L5	16	+	4958317	5019155	0.000000	0.0	0.410959	0.192862	0.056459
ST13P4	ST13P4	13	+	50172018	50173615	22.948053	15.169365	23.187376	29.632210	18.971346
LINC01078	LINC01078	13	+	75240588	75252012	0.0	0.0	0.0	0.0	0.0
FEZF1-AS1	FEZF1-AS1	7	+	122303658	122310077	0.000000	0.000000	0.000000	0.490352	0.180900
TSPAN13	TSPAN13	7	+	16753755	16784536	11.615867	9.828794	15.122011	18.527267	11.617476
CD101	CD101	1	+	117001750	117036551	7.667981	2.625662	3.737541	5.121231	10.257598
MIR541	MIR541	14	+	101064495	101064578	0.0	0.0	0.0	0.0	0.0
CXXC4	CXXC4	4	-	104468306	104494901	2.041176	1.452602	2.183892	2.295002	2.018595
LOC105372977	LOC105372977	22	+	27187516	27189215	0.0	0.0	0.0	0.0	0.0
STAG3L5P	STAG3L5P	7	+	100336079	100341328	0.533463	4.113230	2.692649	4.245027	7.328253
LOC105370401	LOC105370401	14	-	22379405	22482959	0.0	0.0	0.000000	0.000000	0.0
CLEC2D	CLEC2D	12	+	9669708	9699555	4.163639	1.804705	1.718954	1.627006	3.373971
UGT1A8	UGT1A8	2	+	233617645	233773299	0.000000	0.0	0.0	0.0	0.000000
ZCCHC9	ZCCHC9	5	+	81301583	81313146	54.723286	47.705250	50.067020	57.978443	55.220135
TK1	TK1	17	-	78174079	78187204	189.754700	117.356171	182.554565	187.501648	216.416885
SLC12A4	SLC12A4	16	-	67943474	67968694	29.185755	19.202166	34.265892	32.798401	33.119946
LOC101927811	LOC101927811	7	-	20328301	20331762	0.527464	0.0	0.0	0.000000	0.000000
MYH7B	MYH7B	20	+	34955835	35002437	2.929753	2.497748	4.346014	3.644190	3.861447
MIR4502	MIR4502	13	+	114273828	114273908	0.000000	0.0	0.000000	0.0	0.0
SLC27A3	SLC27A3	1	+	153775407	153780160	1.706521	1.861688	2.613824	3.821999	3.822831
LOC101929099	LOC101929099	1	-	117025482	117059490	2.510635	0.000000	0.746545	0.593957	2.817156
NEU1	NEU1	6	-	31859052	31862932	33.549751	27.527231	21.692907	19.625732	23.493431
MIR520E	MIR520E	19	+	53675711	53675797	0.0	0.0	0.0	0.0	0.0
SNAI3	SNAI3	16	-	88677682	88686474	2.080021	1.399382	1.325235	1.643870	0.647474
TAS2R20	TAS2R20	12	-	10995962	10998304	1.234246	0.846063	1.399769	1.269505	1.574374
LOC642484	LOC642484	18	-	56003613	56191262	3.771179	7.621219	4.433263	4.949471	4.183586
CLCN5	CLCN5	X	+	49922615	50099235	11.206007	11.270469	18.458620	22.732927	26.066736
LINC02403	LINC02403	12	+	58087892	58093360	0.0	0.0	0.0	0.0	0.0
NLN	NLN	5	+	65722196	65829283	8.657981	8.887630	11.813958	13.532658	10.755486
CARS2	CARS2	13	-	110641410	110706515	50.949577	68.498756	42.368866	45.931400	40.568199
LOC100288175	LOC100288175	1	+	1059734	1066453	37.589729	8.190120	30.069977	18.556499	31.134827
LINC00528	LINC00528	22	+	17777290	17779481	0.488473	0.0	0.410788	0.252457	0.069841
MIR651	MIR651	X	+	8126965	8127061	0.0	0.0	1.045968	0.0	0.0
PPP2R2D	PPP2R2D	10	+	131900644	131959834	38.015404	36.691082	35.759922	35.904308	33.028748
LINC02124	LINC02124	16	+	1889114	1890433	0.0	0.0	0.0	0.000000	0.000000
AHNAK	AHNAK	11	-	62433542	62546860	6.298587	6.180882	0.836099	5.836944	3.385225
OR4E1	OR4E1	14	-	21669912	21671017	0.0	0.326372	0.0	0.0	0.0
NAP1L3	NAP1L3	X	-	93670926	93673683	2.786978	1.262522	2.048123	3.250817	3.908459
PAK6	PAK6	15	+	40239091	40277487	0.715442	0.778606	0.358873	0.440637	1.169472
SNTN	SNTN	3	+	63652668	63665215	0.0	0.0	0.0	0.0	0.0
NANOGP8	NANOGP8	15	-	35083410	35085408	0.0	0.0	0.0	0.0	0.0
GALT	GALT	9	+	34646589	34650598	20.474710	27.092590	30.520430	21.188745	31.595701
BRAP	BRAP	12	-	111642146	111685996	24.644650	11.607359	21.678797	20.624249	23.526737
CEBPE	CEBPE	14	-	23117306	23119611	0.0	0.0	0.000000	0.0	0.941688
TRIM51HP	TRIM51HP	11	-	55293703	55298232	0.0	0.0	0.0	0.0	0.0
PITPNM2	PITPNM2	12	-	122983480	123110489	5.739408	8.694700	5.158385	8.516747	8.211961
SLC28A2	SLC28A2	15	+	45252234	45277846	0.0	0.0	0.0	0.0	0.000000
KIF2B	KIF2B	17	+	53822878	53825212	0.0	0.0	0.0	0.0	0.0
ATF6B	ATF6B	6	-	32115268	32128240	96.226273	129.662857	82.998055	98.435684	96.124634
MIR1302-5	MIR1302-5	20	-	50614636	50614785	0.000000	0.000000	0.000000	0.000000	0.000000
FAM99A	FAM99A	11	+	1665599	1667856	0.0	0.0	0.0	0.0	0.0
LOC285762	LOC285762	6	-	119452547	119491302	0.0	0.0	0.000000	0.000000	0.0
LINC01638	LINC01638	22	-	27221347	27224727	0.0	0.000000	0.0	0.0	0.0
LRRC37A11P	LRRC37A11P	17	+	39029906	39053205	1.092595	0.000000	0.954012	0.000000	0.962584
MAIP1	MAIP1	2	+	199955317	199964124	52.154751	43.523388	56.293419	47.402420	39.005215
CENPX	CENPX	17	-	82018703	82022918	171.194153	245.174606	131.938766	153.417557	167.330368
TCTEX1D2	TCTEX1D2	3	-	196291219	196318294	147.685913	61.811371	123.400528	124.046524	149.698242
LINC01935	LINC01935	2	-	102967409	102984429	0.000000	0.0	0.0	0.0	0.0
AGPAT5	AGPAT5	8	+	6708642	6761500	16.103003	14.178006	21.719460	22.390810	22.537495
MIR3167	MIR3167	11	-	126988458	126988542	0.000000	0.000000	0.000000	0.000000	0.000000
CTAG1A	CTAG1A	X	-	154617609	154619271	0.0	0	0	0.000000	0.000000
LOC105372582	LOC105372582	20	+	25751208	25756050	0.686191	0.675051	0.303129	0.356999	0.433426
TBPL1	TBPL1	6	+	133952170	133987500	118.944519	54.355812	151.501938	131.984451	100.168625
FRMPD4	FRMPD4	X	+	12138466	12724523	0.0	0.0	0.000000	0.0	0.000000
EPYC	EPYC	12	-	90963679	91005026	0.0	0.0	0.0	0.0	0.0
SNORD160	SNORD160	1	+	44762035	44762107	1.502101	7.212241	0.191104	6.694191	0.000000
LOC102723833	LOC102723833	1	+	216072465	216086917	0.000000	0.0	0.000000	0.000000	0.000000
EIF3B	EIF3B	7	+	2354086	2380742	128.297684	68.085304	107.506866	124.689926	120.744431
CTSLP2	CTSLP2	10	-	47580671	47583419	0.000000	0.000000	0.000000	0.0	0.0
EFNA1	EFNA1	1	+	155127873	155134910	6.999667	6.437259	6.544638	7.295483	6.647720
ST7-OT3	ST7-OT3	7	+	117182681	117209937	1.103816	2.062030	0.800520	0.351267	1.594570
MAMDC2-AS1	MAMDC2-AS1	9	-	70153134	70175888	0.000000	0.000000	0.291044	0.000000	0.225335
LOC105378586	LOC105378586	1	+	1599433	1607210	2.800348	0.000000	0.000000	0.548219	0.000000
KL	KL	13	+	33016423	33066143	0.0	0.000000	0.388514	0.133065	0.0
RNH1	RNH1	11	-	494512	507283	91.125954	96.359108	67.765030	67.723526	85.445915
CHSY1	CHSY1	15	-	101175723	101251932	18.603977	14.191485	21.073072	23.695475	15.969977
HIGD1C	HIGD1C	12	+	50952544	50970700	0.741355	0.000000	0.000000	0.000000	0.000000
LINC01524	LINC01524	20	+	52620838	52650426	0.0	0.0	0.0	0.0	0.0
SNORD53	SNORD53	2	+	28927067	28927144	0.000000	0.000000	1.756019	3.304185	0.000000
TEX48	TEX48	9	-	114666434	114682089	0.000000	0.0	0.000000	0.0	0.0
RPS3A	RPS3A	4	+	151099573	151104652	2805.168457	4195.502441	3325.927979	3487.178467	2591.914062
PNOC	PNOC	8	+	28317268	28343354	0.0	0.0	0.0	0.0	0.0
SPN	SPN	16	+	29662950	29670872	0.000000	0.0	0.0	0.000000	0.0
LOC102724511	LOC102724511	6	+	170160642	170163027	0.0	0.0	0.0	0.0	0.000000
MYOSLID	MYOSLID	2	+	207239811	207245887	0.000000	0.0	0.000000	0.000000	0.000000
SNORD36B	SNORD36B	9	+	133350094	133350164	6.177654	0.000000	6.001795	25.582493	11.533997
HPSE	HPSE	4	-	83292461	83335153	0.763523	1.103463	0.269896	0.686340	0.919786
TRIM72	TRIM72	16	+	31214021	31225189	0.749326	0.000000	0.000000	0.000000	0.000000
DLG2	DLG2	11	-	83455013	85628337	0.383761	0.000000	0.401098	0.141688	0.278075
ANKRD36B	ANKRD36B	2	-	97504798	97589965	22.448807	45.443336	27.837200	30.879074	32.498222
MRPL30	MRPL30	2	+	99181079	99199561	7.892705	5.688798	10.986044	12.701564	7.300421
LINC01585	LINC01585	15	+	90660234	90664954	0.000000	0.000000	0.294304	0.711237	0.788437
SDHAF4	SDHAF4	6	+	70566930	70589565	7.463227	7.046844	12.592008	10.644086	9.096567
MIR6071	MIR6071	2	-	85783600	85783677	0.000000	0.000000	0.000000	0.000000	0.000000
DDX39B	DDX39B	6	-	31530219	31542475	814.065247	530.710388	698.072021	790.246704	923.185852
CHST6	CHST6	16	-	75472052	75495441	0.268823	0.241126	0.403654	0.276192	0.637841
SMA4	SMA4	5	-	70127462	70290177	12.327422	25.255201	17.643696	17.848993	16.626337
OR5B12	OR5B12	11	-	58439120	58440173	0.0	0.0	0.0	0.0	0.0
TEN1	TEN1	17	+	75979217	76000586	0.000000	0.000000	5.416401	0.000000	8.463604
SDHAF2	SDHAF2	11	+	61430125	61446767	65.461487	58.672245	53.338768	61.632500	57.914604
RNF19A	RNF19A	8	-	100257059	100336218	6.428707	6.486897	7.676183	7.397598	5.528409
SLC2A6	SLC2A6	9	-	133471094	133479154	20.110178	21.387358	21.130110	19.432350	20.672415
LRRC19	LRRC19	9	-	26993137	27005693	0.996935	0.000000	1.379976	1.168864	0.718165
TTC36	TTC36	11	+	118527433	118531197	1.940487	3.691728	3.527084	1.776761	2.819538
SLC22A13	SLC22A13	3	+	38265807	38278315	0.275477	0.000000	0.656907	0.376548	0.0
MRPL40	MRPL40	22	+	19431902	19436078	331.552307	348.509644	308.683258	334.362518	366.234100
KANK1	KANK1	9	+	470291	746106	5.619408	3.777712	6.753622	7.879406	5.276338
MIR3151	MIR3151	8	+	103154614	103154689	0.000000	0.000000	0.000000	0.000000	0.000000
MSX1	MSX1	4	+	4859665	4863933	122.700272	91.155823	111.816292	116.541245	111.933556
SDR39U1	SDR39U1	14	-	24439766	24442905	53.572342	55.448692	74.566872	46.366516	85.993675
MIR3661	MIR3661	5	+	134225757	134225852	0.000000	0.564449	1.511271	0.000000	0.000000
DCAF4L2	DCAF4L2	8	-	87870743	87874068	0.0	0.0	0.0	0.0	0.0
GPX3	GPX3	5	+	151020412	151028993	64.821724	57.442822	72.438454	71.711258	61.409843
SPINT1	SPINT1	15	+	40844048	40857655	0.0	0.000000	0.000000	0.000000	0.0
USP30-AS1	USP30-AS1	12	-	109052041	109053965	0.000000	0.000000	0.570577	0.481322	0.368974
SNORD116-17	SNORD116-17	15	+	25083587	25086619	0.000000	0.000000	0.000000	0.000000	0.000000
MIR6889	MIR6889	22	-	41252992	41253050	0.000000	0.000000	0.558884	4.387153	0.000000
PRR5-ARHGAP8	PRR5-ARHGAP8	22	+	44702198	44862784	15.046962	9.014482	0.000000	14.123611	0.000000
ZNF517	ZNF517	8	+	144798876	144810754	1.694823	0.000000	2.101484	0.984039	0.000000
CDKL5	CDKL5	X	+	18425605	18653629	11.525574	3.822733	5.864059	6.401076	13.785152
CBFB	CBFB	16	+	67029147	67101055	27.414549	30.900419	28.878012	25.371099	25.138338
LOC101930094	LOC101930094	21	+	42496539	42497443	0.000000	0.0	0.000000	0.0	0.000000
MAPK1IP1L	MAPK1IP1L	14	+	55051644	55070194	107.521255	89.779915	105.305099	118.076569	114.314095
LOC100287467	LOC100287467	6	-	116367425	116371719	0.607475	1.334458	0.670881	1.258050	0.932117
CRNDE	CRNDE	16	-	54918863	54929189	151.535873	122.974380	191.194305	163.298523	127.757721
SURF4	SURF4	9	-	133361449	133377949	69.340111	70.796700	73.981293	74.980766	71.577988
TACO1	TACO1	17	+	63600872	63608365	75.349632	55.807655	77.009323	82.450798	75.724045
MIR3617	MIR3617	20	-	45705102	45705180	0.000000	0.0	0.0	0.0	0.000000
FAM138A	FAM138A	19	-	76220	77690	0.0	0.0	0.0	0.0	0.000000
CFP	CFP	X	-	47624213	47630305	3.795586	0.000000	0.968547	0.999268	4.424650
RRP7BP	RRP7BP	22	-	42573260	42582011	41.292225	50.913391	41.155575	43.602806	48.668682
OR10G3	OR10G3	14	-	21569803	21570744	0.0	0.0	0.0	0.059220	0.598474
PPP1R3D	PPP1R3D	20	-	59936832	59940297	3.127086	7.614329	3.640417	5.049292	3.150741
C10orf95	C10orf95	10	-	102449837	102451543	4.847680	2.083774	4.971355	1.098116	3.114415
ZNF541	ZNF541	19	-	47520685	47573112	0.011949	0.0	0.000000	0.0	0.0
FGF18	FGF18	5	+	171419647	171457626	3.839907	1.397404	0.950860	0.873350	3.545868
