Gene	Name	Chr	Strand	Start	End	CRISPRa_C1_Rep1	CRISPRa_C1_Rep2
SERPINB9	SERPINB9	6	-	2887266	2903312	0.0	0.0
PABPC5	PABPC5	X	+	91434598	91438584	0.0	0.0
ZBED6CL	ZBED6CL	7	+	150329849	150332721	0.000000	0.000000
TP53TG3D	TP53TG3D	16	+	32253324	32255928	0.0	0.0
CLCN5	CLCN5	X	+	49922615	50099235	0.0	0.0
GABRA4	GABRA4	4	-	46918900	46994407	0.0	0.0
GGA1	GGA1	22	+	37608474	37633564	41.868427	27.465071
LOC105371925	LOC105371925	17	+	81228707	81232209	0.0	0.0
ALDH1A3	ALDH1A3	15	+	100879692	100916625	0.0	0.0
OOSP1	OOSP1	11	+	59942879	59995845	0.0	0.0
ZW10	ZW10	11	-	113733183	113773763	37.372704	0.0
LCE1F	LCE1F	1	+	152776372	152776969	0.0	0.0
ZGRF1	ZGRF1	4	-	112539333	112636995	4.112463	0.000000
ADAMTS12	ADAMTS12	5	-	33523535	33892192	0.0	0.0
CTC1	CTC1	17	-	8224815	8248095	0.0	10.975878
HAUS7	HAUS7	X	-	153447665	153495525	16.646074	27.259928
LOXHD1	LOXHD1	18	-	46476972	46657033	0.0	0.0
LOC650226	LOC650226	7	-	56423704	56448375	0.000000	0.0
AK9	AK9	6	-	109492856	109691212	18.100462	22.211182
CD53	CD53	1	+	110871199	110899936	0.0	0.0
RAB18	RAB18	10	+	27504174	27542237	344.340729	209.763168
MIR6511A3	MIR6511A3	16	+	14925937	14926003	0.000000	0.000000
MIR181A2	MIR181A2	9	+	124692442	124692551	0.000000	0.000000
DNASE2B	DNASE2B	1	+	84398532	84415008	0.0	0.0
MIR4504	MIR4504	14	-	50299855	50299946	0.0	0.000000
GTDC1	GTDC1	2	-	143946014	144333069	0.0	0.432820
CHCHD7	CHCHD7	8	+	56211638	56218798	493.265198	54.650032
MIR6783	MIR6783	17	-	44934618	44934681	0.0	0.0
LINC01859	LINC01859	19	-	23015075	23023697	0.0	0.0
RAB11FIP4	RAB11FIP4	17	+	31391675	31538217	0.0	0.0
EXOC4	EXOC4	7	+	133253067	134065760	6.476017	35.480015
ZSCAN22	ZSCAN22	19	+	58327019	58342346	0.000000	0.000000
SAMD8	SAMD8	10	+	75111635	75182123	14.308130	3.035730
TRIM37	TRIM37	17	-	58982639	59106964	2.862000	0.000000
TRPM7	TRPM7	15	-	50557159	50686815	3.821429	0.0
ZNF462	ZNF462	9	+	106863097	107013634	0.586271	0.0
MIR298	MIR298	20	-	58818226	58818313	0.0	0.0
SNORD111	SNORD111	16	+	70538005	70538098	0.000000	0.0
SLC23A2	SLC23A2	20	-	4852356	5010293	16.829720	0.0
PUS7L	PUS7L	12	-	43728609	43758817	12.182071	0.0
CAPN1	CAPN1	11	+	65181215	65212006	19.777292	3.337349
CCDC130	CCDC130	19	+	13731760	13763298	0.0	0.0
SNORD167	SNORD167	1	-	1304729	1304812	0.000000	0.000000
LRRC30	LRRC30	18	+	7231104	7232088	0.0	0.0
B3GLCT	B3GLCT	13	+	31199975	31332274	0.0	0.000000
LINC01072	LINC01072	13	+	20102701	20103230	0.0	0.0
NAALADL2-AS1	NAALADL2-AS1	3	-	175773578	175776333	0.000000	0.0
SNORD115-13	SNORD115-13	15	+	25193321	25193402	0.000000	0.0
SNHG3	SNHG3	1	+	28505943	28510892	27.922989	32.572578
CPS1-IT1	CPS1-IT1	2	+	210617571	210619875	0.000000	0.000000
HIBADH	HIBADH	7	-	27525440	27663001	66.339165	0.098633
GH2	GH2	17	-	63880212	63881942	0.0	0.0
PRKAG1	PRKAG1	12	-	49002272	49018846	29.893459	1.348481
MICU2	MICU2	13	-	21492691	21604170	25.371662	127.795387
NBPF7	NBPF7	1	-	119834765	119844880	0.0	0.0
FAHD2A	FAHD2A	2	+	95402700	95413131	3.411949	18.009659
FAM227B	FAM227B	15	-	49328395	49620931	7.652060	0.000000
PRH2	PRH2	12	+	10929236	10934845	0.527063	0.000000
PABPC1	PABPC1	8	-	100702916	100722088	92.882164	160.952545
ZBTB33	ZBTB33	X	+	120250752	120258396	0.0	5.054762
HNRNPU	HNRNPU	1	-	244850300	244864525	85.435425	103.851822
LINC02237	LINC02237	8	+	111376639	111470617	0.0	0.0
MAGI1-AS1	MAGI1-AS1	3	+	65893816	65925297	0.000000	0.0
RP9	RP9	7	-	33094798	33109390	102.544952	216.845825
SDR42E1	SDR42E1	16	-	81997646	82011488	0.0	0.0
MRPS6	MRPS6	21	+	34073578	34143030	339.302948	103.162346
XYLT2	XYLT2	17	+	50346032	50361185	0.0	0.000000
LOC101929268	LOC101929268	8	+	48551567	48698510	0.0	0.0
PGR-AS1	PGR-AS1	11	+	101129077	101159270	0.0	0.0
ZNF226	ZNF226	19	+	44165062	44177685	167.363647	0.0
ZNF883	ZNF883	9	-	112997120	113012192	0.0	0.0
SNORA35B	SNORA35B	X	-	115126316	115126442	0.000000	0.000000
RMDN2	RMDN2	2	+	37925319	38067142	19.990826	0.0
MIR6068	MIR6068	1	-	63326925	63326984	0.0	0.000000
SNORA93	SNORA93	3	+	13618381	13618548	0.0	0.0
FANCL	FANCL	2	-	58159243	58241380	480.887085	642.684814
SMIM12	SMIM12	1	-	34850362	34859816	24.666433	0.000000
LINC01669	LINC01669	21	+	6059029	43479534	0.0	0.0
FLJ40194	FLJ40194	17	+	49248243	49258665	0.0	0.0
LINC02574	LINC02574	1	-	27660328	27662722	0.0	0.0
SLC2A8	SLC2A8	9	+	127397138	127407891	35.458389	0.0
KLHL4	KLHL4	X	+	87517712	87670050	13.847981	0.0
DICER1-AS1	DICER1-AS1	14	+	95157688	95179933	66.418999	28.980190
ELFN1-AS1	ELFN1-AS1	7	-	1738631	1742310	0.0	0.0
NPR2	NPR2	9	+	35792409	35809731	0.000000	0.0
MIR3139	MIR3139	4	+	143343460	143343535	0.000000	0.0
SNORA40B	SNORA40B	2	+	135136628	135136755	0.000000	0.000000
SYNE2	SYNE2	14	+	63852965	64226451	5.822630	24.409885
LINC02425	LINC02425	12	-	66027726	66031066	0.0	0.0
LOC285593	LOC285593	5	+	173579634	173585068	0.0	0.0
MIR1538	MIR1538	16	-	69565808	69565868	0.0	0.0
MIR632	MIR632	17	+	32350109	32350202	0.077730	0.000000
LINC01481	LINC01481	12	-	70222191	70243360	59.143272	1.643786
ASPRV1	ASPRV1	2	-	69960091	69962265	0.000000	19.584785
RASGRP1	RASGRP1	15	-	38488098	38564814	0.0	0.932352
MIR6862-2	MIR6862-2	16	-	28390982	28391051	0.000000	0.000000
LYPLAL1	LYPLAL1	1	+	219173831	219212865	385.858490	441.770416
CX3CR1	CX3CR1	3	-	39263494	39281735	0.0	44.203289
PSPH	PSPH	7	-	56011051	56051575	47.353653	0.0
NINJ1	NINJ1	9	-	93121489	93134288	90.747818	166.646820
TUSC3	TUSC3	8	+	15540087	15766649	67.939751	251.142334
DDIT3	DDIT3	12	-	57516588	57520517	519.552673	245.695312
LINC02471	LINC02471	12	+	40156239	40167847	0.0	0.0
PNCK	PNCK	X	-	153669733	153687771	0.0	0.0
LOC343052	LOC343052	1	+	153793947	153796302	0.0	0.0
RARB	RARB	3	+	24829323	25597931	9.626938	20.545324
RBPMS2	RBPMS2	15	-	64739891	64775587	0.0	3.894090
LIF	LIF	22	-	30240447	30246851	0.0	0.0
MEPCE	MEPCE	7	+	100428790	100434126	0.000000	0.000000
RSRP1	RSRP1	1	-	25242237	25338254	0.000000	4.601449
SKP1	SKP1	5	-	134156391	134177033	666.747009	228.111877
RN7SL1	RN7SL1	14	+	49586580	49586878	255.591888	522.198364
PRG2	PRG2	11	-	57386787	57390657	0.000000	0.252291
BMS1P22	BMS1P22	14	-	19083134	19098320	0.000000	0.000000
PKD1P4-NPIPA8	PKD1P4-NPIPA8	16	+	16316222	16393972	0.564998	0
PMAIP1	PMAIP1	18	+	59899960	59904306	674.406616	0.0
ZNF333	ZNF333	19	+	14690040	14733746	0.000000	0.0
PPCS	PPCS	1	+	42456341	42473378	61.325108	45.810089
SAT2	SAT2	17	-	7626234	7627876	73.812912	37.768410
NDUFA2	NDUFA2	5	-	140645363	140647785	221.446289	193.917480
GASK1A	GASK1A	3	+	42979267	43057716	0.0	0.0
CINP	CINP	14	-	102348282	102362916	69.598885	78.974464
RNU6-1	RNU6-1	7	-	123790607	123790711	0.0	0.0
ZNF728	ZNF728	19	-	22974883	23003208	0.0	0.0
SPATA2L	SPATA2L	16	-	89696357	89701713	0.000000	0.0
MYOCD	MYOCD	17	+	12665890	12768948	0.000000	0.0
AVEN	AVEN	15	-	33866227	34039102	0.0	47.675621
RIMBP3C	RIMBP3C	22	+	21383374	21389166	0.0	0.0
GALNTL5	GALNTL5	7	+	151956379	152019934	0.0	0.0
MIR6746	MIR6746	11	-	61878216	61878278	0.000000	0.0
TCTE1	TCTE1	6	-	44280160	44297721	0.000000	0.0
NPY2R	NPY2R	4	+	155208629	155217078	0.0	0.0
GTF2F1	GTF2F1	19	-	6379569	6393280	25.501940	0.0
LINC02249	LINC02249	15	-	32324144	32342677	1.594285	0.000000
EDEM1	EDEM1	3	+	5187674	5219965	0.000000	0.0
ZBED9	ZBED9	6	-	28571630	28616177	3.411285	0.0
SASS6	SASS6	1	-	100083546	100133095	14.277822	0.425727
LINC01005	LINC01005	7	-	64024416	64030102	0.0	0.0
MIR6797	MIR6797	19	+	41869627	41869698	0.000000	0.000000
SPINK5	SPINK5	5	+	148063972	148137362	0.0	0.0
SERPINB1	SERPINB1	6	-	2832332	2842049	13.100772	0.000000
PLEKHF1	PLEKHF1	19	+	29665420	29675476	0.0	0.0
MIR4260	MIR4260	1	-	209623444	209623510	0.0	0.0
GAGE8	GAGE8	X	+	49331626	49338952	0.000000	0.000000
ZNF75A	ZNF75A	16	+	3305406	3318576	39.369392	0.0
UCP2	UCP2	11	-	73974671	73982844	0.0	0.0
LOC100287808	LOC100287808	17	+	38749034	38751752	0.0	0.0
BLOC1S5-TXNDC5	BLOC1S5-TXNDC5	6	-	7881250	8064414	3.505796	0.000196
SPP2	SPP2	2	+	234050702	234077132	0.0	0.0
TMEM54	TMEM54	1	-	32894593	32901440	217.964172	0.0
LOC100126584	LOC100126584	6	-	125182943	125197817	0.000000	0.000000
MARK2P9	MARK2P9	10	+	92418661	92419606	0.0	0.0
CYBA	CYBA	16	-	88643289	88651084	44.888554	100.682327
TNNT1	TNNT1	19	-	55132698	55149354	6.725431	14.465590
GUSB	GUSB	7	-	65960686	65982314	71.177254	0.000000
GUSBP3	GUSBP3	5	-	69639463	69710527	0.000000	0.0
FOXA2	FOXA2	20	-	22581004	22585463	0.0	0.0
C7orf26	C7orf26	7	+	6590021	6608726	0.000000	0.0
MSRB3	MSRB3	12	+	65278643	65466907	24.703674	24.545223
CLUAP1	CLUAP1	16	+	3500931	3539051	0.501958	0.0
SNORA79	SNORA79	14	-	81202695	81202834	0.000000	0.0
OR8G1	OR8G1	11	+	124249676	124250611	0.0	0.0
CCDC93	CCDC93	2	-	117915478	118014163	17.726549	0.0
DRP2	DRP2	X	+	101219944	101264496	0.0	0.0
RPL23AP7	RPL23AP7	2	-	113611239	113627138	31.759485	0.0
TIMMDC1	TIMMDC1	3	+	119498521	119524278	712.272400	402.722626
LINC01551	LINC01551	14	+	28772704	28794794	16.019249	0.0
MFSD3	MFSD3	8	+	144509036	144511228	0.507807	0.0
ZNF449	ZNF449	X	+	135344771	135363413	2.752450	0.0
DDX11L16	DDX11L16	X	-	156025658	156028183	0.000000	0.000000
LINC02292	LINC02292	14	+	95329584	95335504	0.0	0.0
EFHB	EFHB	3	-	19879474	19947025	0.0	0.0
MELTF	MELTF	3	-	197001741	197029817	0.0	0.0
SLC14A1	SLC14A1	18	+	45724123	45752520	0.0	0.0
SLC1A4	SLC1A4	2	+	64988445	65023866	0.939136	0.0
LOC101927164	LOC101927164	1	+	224219613	224228043	0.000000	0.185634
SSX2	SSX2	X	-	52696896	52707227	0	0.0
GFI1	GFI1	1	-	92473043	92486925	11.097099	0.0
ERC1	ERC1	12	+	991208	1495933	16.784220	11.192690
ZNF263	ZNF263	16	+	3283487	3291459	0.0	0.0
GPT2	GPT2	16	+	46884380	46931297	0.000000	0.0
AK6	AK6	5	-	69350984	69370013	935.760132	0.000000
NOD1	NOD1	7	-	30424527	30478866	0.000000	0.0
MIR939	MIR939	8	-	144394149	144394230	0.0	0.000000
SDK1	SDK1	7	+	3301448	4268999	0.063774	0.0
ERH	ERH	14	-	69380128	69398299	313.944611	240.276825
AARSD1	AARSD1	17	-	42950526	42964498	3.936949	0.0
FIG4	FIG4	6	+	109691221	109825431	95.681801	0.0
MESD	MESD	15	-	80947326	80989878	56.820911	0.0
CKB	CKB	14	-	103519658	103522859	210.052383	685.492554
TOGARAM2	TOGARAM2	2	+	28981298	29052230	0.0	0.0
CYP39A1	CYP39A1	6	-	46549580	46652830	0.0	14.249104
UNC5B-AS1	UNC5B-AS1	10	-	71217224	71218228	0.0	0.0
CCHCR1	CCHCR1	6	-	31142439	31158238	4.600760	13.529002
SNORA12	SNORA12	10	-	100237156	100237302	0.000000	0.000000
PSMC6	PSMC6	14	+	52707200	52728590	516.175415	283.155029
MIR371A	MIR371A	19	+	53787675	53787741	0.0	0.0
SAXO1	SAXO1	9	-	18927660	19049354	0.0	0.0
LOC105378663	LOC105378663	1	+	38873401	38876226	0.000000	0.000000
EIF3E	EIF3E	8	-	108201743	108248730	515.770325	2245.714844
ZNF57	ZNF57	19	+	2900898	2918476	46.394012	2.463248
DDX51	DDX51	12	-	132136595	132144335	0.0	0.0
EVL	EVL	14	+	99971475	100144236	2.105821	0.778844
EFCAB6	EFCAB6	22	-	43528744	43812337	0.000000	0.0
GINM1	GINM1	6	+	149566208	149591751	341.378601	147.356918
RFXANK	RFXANK	19	+	19192199	19201869	20.160702	41.409634
SEMA3G	SEMA3G	3	-	52433035	52445085	0.0	0.0
OR12D1	OR12D1	6	+	29417065	29418396	0.0	0.0
ABCF3	ABCF3	3	+	184186075	184194007	0.0	0.0
SNORD3P3	SNORD3P3	14	+	85271932	85272061	0.0	0.0
PHC1	PHC1	12	+	8914720	8941464	0.000000	0.000000
GACAT3	GACAT3	2	+	16050427	16085689	0.0	0.0
MIR6069	MIR6069	22	-	35336721	35336799	0.000000	0.0
RAVER2	RAVER2	1	+	64744973	64833231	3.320719	72.176575
ABI3BP	ABI3BP	3	-	100749335	100993490	0.0	0.000000
RPL17	RPL17	18	-	49488481	49492565	323.771393	199.264420
PDHA1	PDHA1	X	+	19343893	19361707	131.848892	0.000000
LINC00692	LINC00692	3	-	25858532	25873695	0.0	0.0
MTERF4	MTERF4	2	-	241074394	241102332	72.065414	27.498020
ZADH2	ZADH2	18	-	75195110	75209348	0.0	0.0
AREL1	AREL1	14	-	74661252	74713104	0.000000	0.000000
HP	HP	16	+	72054592	72061056	0.000000	0.0
TULP3	TULP3	12	+	2890867	2941140	22.934626	0.0
SNORD114-11	SNORD114-11	14	+	100968111	100968184	0.0	0.0
MIR146A	MIR146A	5	+	160485352	160485450	0.000000	0.0
TDH	TDH	8	+	11339637	11368452	0.000000	0.0
LINC01583	LINC01583	15	+	82088594	82097693	0.0	0.0
CARMIL3	CARMIL3	14	+	24051997	24069728	0.0	0.0
PPIB	PPIB	15	-	64155815	64163155	129.276779	101.698273
PDYN-AS1	PDYN-AS1	20	+	1947210	2007517	0.0	0.0
RNF208	RNF208	9	-	137220247	137221323	0.0	0.0
RANGRF	RANGRF	17	+	8288497	8290092	261.025726	92.679138
LRRC41	LRRC41	1	-	46278400	46303366	71.995567	12.444430
MIR520E	MIR520E	19	+	53675711	53675797	0.0	0.0
PFN1	PFN1	17	-	4945650	4949086	875.020752	1327.624023
ZNF530	ZNF530	19	+	57599885	57612721	6.749610	0.0
CHAF1A	CHAF1A	19	+	4402663	4443397	40.851067	41.362514
THOP1	THOP1	19	+	2785503	2815807	0.219730	0.0
MUC22	MUC22	6	+	31005952	31035402	0.0	0.0
ARL14	ARL14	3	+	160677160	160678447	0.0	246.181519
PNPLA4	PNPLA4	X	-	7898763	7927739	14.366975	18.295532
JADE1	JADE1	4	+	128809623	128875224	8.433270	3.713202
ACTR3B	ACTR3B	7	+	152759749	152855379	88.127838	0.872452
RNA5S15	RNA5S15	1	-	228610266	228630508	0.0	0
LINC02126	LINC02126	16	-	65141756	65176573	0.0	0.0
PHKG1	PHKG1	7	-	56080283	56092996	0.000000	0.000000
TMEM91	TMEM91	19	+	41363966	41384082	8.713954	0.000000
PPP1R1C	PPP1R1C	2	+	181954241	182131382	0.0	0.0
OPN1LW	OPN1LW	X	+	154144224	154159032	0.0	0.0
MSL1	MSL1	17	+	40121971	40136917	0.0	0.0
SPATA6	SPATA6	1	-	48295372	48472208	0.0	0.0
KANTR	KANTR	X	+	53094157	53148008	2.904440	0.015679
RPL13	RPL13	16	+	89560657	89566829	212.148727	166.626678
DUSP21	DUSP21	X	+	44844003	44844888	0.0	0.0
ZBED8	ZBED8	5	-	160393148	160400097	45.793488	3.986276
PDIA6	PDIA6	2	-	10783391	10837977	125.464874	82.992714
TLR8-AS1	TLR8-AS1	X	-	12902817	12943300	0.000000	0.0
METRNL	METRNL	17	+	83079609	83095126	0.000000	0.0
GUCA1B	GUCA1B	6	-	42183284	42194956	0.000000	0.0
LRP12	LRP12	8	-	104489231	104589024	0.0	0.0
LINC01475	LINC01475	10	-	99526350	99531177	0.0	0.0
MIR4644	MIR4644	6	+	170330761	170330844	0.000000	0.000000
REC8	REC8	14	+	24172025	24180257	0.000000	0.0
SLC6A1	SLC6A1	3	+	10992734	11039249	0.0	0.0
PDCD7	PDCD7	15	-	65117379	65133808	0.0	0.0
SPOP	SPOP	17	-	49598884	49678163	68.041420	0.000000
ALG6	ALG6	1	+	63367627	63438552	0.0	4.421580
LOC105372695	LOC105372695	20	+	58773425	58774811	0.0	0.0
FAM242F	FAM242F	9	-	41694357	41699001	0.0	0.0
LINC02308	LINC02308	14	-	81441987	81450157	0.0	0.0
MIR382	MIR382	14	+	101054306	101054381	0.0	0.0
EME1	EME1	17	+	50373220	50381459	50.856392	0.000000
NEU1	NEU1	6	-	31859052	31862932	276.931488	0.0
SEMA4D	SEMA4D	9	-	89360791	89479696	0.0	0.0
TFAM	TFAM	10	+	58385143	58399230	52.584953	53.121258
LOC728989	LOC728989	1	-	147019336	147043039	0.884997	0.0
LINC00863	LINC00863	10	+	87342411	87357302	33.717628	1.823555
SLC39A11	SLC39A11	17	-	72645946	73092714	0.0	0.0
SCGB2B2	SCGB2B2	19	-	34590625	34594585	0.000000	0.0
MORC1	MORC1	3	-	108958240	109118146	0.0	0.0
MIR564	MIR564	3	+	44861888	44861981	0.863729	0.381359
CRYM	CRYM	16	-	21258518	21303136	0.000000	0.0
ASIC5	ASIC5	4	-	155829729	155866273	0.0	0.0
DLGAP1-AS4	DLGAP1-AS4	18	+	3962353	4013943	0.000000	0.0
LOC101927907	LOC101927907	2	+	76985965	77009788	0.0	0.0
OSBPL11	OSBPL11	3	-	125528858	125595537	26.746155	0.0
CRYZ	CRYZ	1	-	74705488	74733408	126.984665	0.000000
ZNF843	ZNF843	16	-	31435434	31443160	0.0	0.0
TOX4	TOX4	14	+	21477176	21499177	58.374729	103.710655
ARHGAP19-SLIT1	ARHGAP19-SLIT1	10	-	97153042	97292673	0.0	0.0
CRYGD	CRYGD	2	-	208121607	208124589	0.0	0.0
LOC102724034	LOC102724034	15	-	82443332	82444869	0.0	0.000000
SLC25A19	SLC25A19	17	-	75272980	75289449	72.642403	0.0
SNORD126	SNORD126	14	-	20326441	20326539	0.000000	0.000000
MIR10B	MIR10B	2	+	176150303	176150412	0.0	0.0
POU5F1P3	POU5F1P3	12	-	8133769	8134852	0.0	0.0
DGCR8	DGCR8	22	+	20080232	20111877	1.061553	0.000000
LINC02178	LINC02178	16	-	50390916	50395133	0.0	0.0
F8A1	F8A1	X	+	155382100	155458615	0	0.0
ADAMTS17	ADAMTS17	15	-	99971438	100342005	2.285611	0.0
EPHB6	EPHB6	7	+	142855014	142871093	0.0	0.049279
IKBKE	IKBKE	1	+	206470243	206496890	0.0	0.0
CLSTN2-AS1	CLSTN2-AS1	3	-	140505618	140508789	0.0	0.0
FAM30A	FAM30A	14	+	105917979	105932642	0.0	0.0
MIA-RAB4B	MIA-RAB4B	19	+	40775537	40796944	0.000000	0.0
MLNR	MLNR	13	+	49220338	49222377	0.0	0.000000
LINC00917	LINC00917	16	-	86331850	86345679	0.0	0.0
SNAR-A1	SNAR-A1	19	+	47934181	47934302	0.000000	0
WASIR2	WASIR2	16	+	22916	25112	90.852341	0.0
MIR520A	MIR520A	19	+	53690881	53690965	0.0	0.0
FAM72B	FAM72B	1	-	121167646	121184318	0.000000	0.943866
TAGLN3	TAGLN3	3	+	111998739	112013888	0.0	0.0
LINC02353	LINC02353	4	+	32351038	32353220	0.0	0.0
LINC00921	LINC00921	16	+	3263768	3267566	9.627080	0.0
DOCK7	DOCK7	1	-	62454726	62688368	5.966115	84.079674
SNORD10	SNORD10	17	+	7576811	7576958	0.000000	0.000000
CASP1P2	CASP1P2	11	-	105062602	105071530	0.0	0.0
SFN	SFN	1	+	26863138	26864457	0.0	0.000000
PSG3	PSG3	19	-	42721642	42740516	0.0	0.0
DNAJC7	DNAJC7	17	-	41976421	42017697	166.776123	329.457001
HLA-DQB1-AS1	HLA-DQB1-AS1	6	+	32659880	32660729	0.000000	0.0
LOC101928932	LOC101928932	9	-	138199935	138203453	0.0	0.0
LOC344967	LOC344967	4	-	40042917	40057199	0.216050	0.139279
MAGI3	MAGI3	1	+	113390853	113685923	1.405366	0.0
TAB1	TAB1	22	+	39399754	39437127	7.495965	0.0
PLCXD1	PLCXD1	Y	+	276324	303355	0.631779	1.520924
MIR6717	MIR6717	14	-	21023314	21023386	0.000000	0.0
HRC	HRC	19	-	49151199	49155424	0.000000	0.0
CEP19	CEP19	3	-	196706277	196712250	0.0	0.089189
NBPF15	NBPF15	1	-	144421386	144459464	1.489591	38.095661
MIR3648-1	MIR3648-1	21	+	8986999	8987178	0.000000	0.0
LINC00970	LINC00970	1	-	168903905	169087005	0.0	0.0
SIGIRR	SIGIRR	11	-	405716	417397	4.629202	18.603689
TSEN54	TSEN54	17	+	75516528	75524739	51.249119	0.0
LOC102723838	LOC102723838	11	+	102467255	102498799	0.0	0.0
MIR3179-1	MIR3179-1	16	+	14901508	14901591	0	0.000000
DLX2	DLX2	2	-	172099438	172102750	10.697675	0.000000
AGAP2	AGAP2	12	-	57724293	57742161	0.000000	0.0
FAM25G	FAM25G	10	-	47995340	47999791	0	0.000000
LINC00706	LINC00706	10	-	6774303	6779180	0.0	0.0
LINC02593	LINC02593	1	-	916818	919692	0.0	0.0
MGAT4D	MGAT4D	4	-	140443375	140498377	0.0	0.0
LINC00896	LINC00896	22	+	20206332	20208537	0.0	0.0
LINC01917	LINC01917	18	-	53579623	53581059	0.0	0.0
ANKRD30A	ANKRD30A	10	+	37125857	37232567	0.0	0.0
CERKL	CERKL	2	-	181536674	181657107	0.0	0.0
THAP3	THAP3	1	+	6624865	6635586	16.376993	46.143887
ARMCX4	ARMCX4	X	+	101418263	101535988	17.742769	0.000000
MIR4679-2	MIR4679-2	10	-	89063335	89063411	0.0	0.0
HELLS	HELLS	10	+	94545767	94602099	116.203865	12.076449
MIR5705	MIR5705	4	-	87300495	87300583	0.0	0.0
NCR3LG1	NCR3LG1	11	+	17351762	17377321	0.0	0.0
C6orf62	C6orf62	6	-	24704861	24719175	16.113352	0.000000
CCR6	CCR6	6	+	167111807	167139141	0.0	0.0
CCDC158	CCDC158	4	-	76313039	76407305	0.0	0.0
CCT6B	CCT6B	17	-	34927859	34961509	34.829910	0.0
SMG7-AS1	SMG7-AS1	1	-	183460876	183471982	0.0	0.0
CCDC89	CCDC89	11	-	85683844	85686277	0.0	0.0
ENTHD1	ENTHD1	22	-	39743044	39893790	0.0	0.0
LINC02038	LINC02038	3	-	193840828	193844009	0.0	0.0
MIR627	MIR627	15	-	42199570	42199666	0.000000	0.0
LOC102723376	LOC102723376	10	+	11721	15576	0.0	0.0
TTLL9	TTLL9	20	+	31870637	31944967	0.000000	0.000000
PIK3IP1-AS1	PIK3IP1-AS1	22	+	31335349	31338021	0.0	0.000000
MSC-AS1	MSC-AS1	8	+	71843123	72056312	0.0	0.0
LRG1	LRG1	19	-	4537215	4540024	0.0	0.0
PURG	PURG	8	-	30995802	31033715	0.000000	0.0
PLA2G10	PLA2G10	16	-	14672548	14694573	0.0	0.0
ZNF593	ZNF593	1	+	26169897	26170873	299.634827	116.431068
KIF20B	KIF20B	10	+	89701590	89774943	71.613579	144.123566
PRY2	PRY2	Y	-	22071756	22514637	0.0	0.0
PRMT2	PRMT2	21	+	46635595	46665124	94.579765	73.990677
LOC105375075	LOC105375075	6	-	44546161	44551881	0.0	0.0
SOX21-AS1	SOX21-AS1	13	+	94712716	94715945	0.0	0.0
LINC01381	LINC01381	2	+	25204313	25209202	0.0	0.0
ALPG	ALPG	2	+	232406842	232410714	0.0	0.0
OR52W1	OR52W1	11	+	6199224	6200186	0.0	0.0
OCLNP1	OCLNP1	5	-	71074203	71093070	4.632006	9.530068
FRS2	FRS2	12	+	69470349	69579791	1.765045	0.0
TUBGCP5	TUBGCP5	15	-	22983026	23039673	39.486900	0.0
FBRSL1	FBRSL1	12	+	132490571	132585187	0.626027	0.0
CRLF2	CRLF2	X	-	1190496	1212723	0.0	0.000000
EEF1D	EEF1D	8	-	143579722	143597675	122.940552	19.068003
CATSPERB	CATSPERB	14	-	91580774	91732086	0.0	0.0
LINC02501	LINC02501	4	+	31506544	31558821	0.0	0.0
SYT5	SYT5	19	-	55173096	55180352	0.000000	0.0
GHRL	GHRL	3	-	10285750	10292947	0.0	0.0
KDM1B	KDM1B	6	+	18155388	18223861	0.0	0.000000
TBC1D7	TBC1D7	6	-	13304951	13328583	74.562004	43.629330
MIR4703	MIR4703	13	+	51552589	51552667	0.0	0.0
LINC01455	LINC01455	5	+	79936579	79967626	0.0	0.0
HSPA5	HSPA5	9	-	125234853	125241343	92.996979	92.843704
ISCA2	ISCA2	14	+	74493720	74495568	155.193817	39.653782
PPIC	PPIC	5	-	123023383	123036730	165.550308	93.137749
BACH1-IT3	BACH1-IT3	21	+	29496047	29500382	0.000000	0.0
MAPK3	MAPK3	16	-	30114105	30123309	4.855570	6.889690
RPE	RPE	2	+	210002565	210022260	149.610779	66.373016
C1orf21	C1orf21	1	+	184387016	184629021	1.288635	0.0
FAM83H	FAM83H	8	-	143723933	143733779	0.0	0.0
LINC02429	LINC02429	4	+	58984282	59046959	0.0	0.0
CD79B	CD79B	17	-	63928736	63932354	0.0	0.0
LINC00884	LINC00884	3	+	194487140	194488545	0.0	0.0
LINC00561	LINC00561	13	-	75932398	75935132	0.0	0.0
RILPL1	RILPL1	12	-	123471086	123533718	0.000000	0.000000
GSTT2	GSTT2	22	-	23957414	23961301	0.000000	0.000000
CDKN2AIPNL	CDKN2AIPNL	5	-	134402065	134411907	52.447689	0.0
SASH1	SASH1	6	+	148272276	148552050	2.258219	0.0
FAM160B1	FAM160B1	10	+	114821744	114899827	0.0	0.0
HSDL1	HSDL1	16	-	84122139	84145195	0.0	10.276720
IL31RA	IL31RA	5	+	55851379	55922854	0.0	0.0
PDGFD	PDGFD	11	-	103907186	104164299	0.0	0.0
PRRT4	PRRT4	7	-	128350325	128361685	6.448083	0.0
FJX1	FJX1	11	+	35618187	35620873	7.012174	3.286667
GPR75-ASB3	GPR75-ASB3	2	-	53670316	53860033	8.803097	0.069958
HMBOX1	HMBOX1	8	+	28890370	29053270	0.670452	0.000000
ARIH2	ARIH2	3	+	48918820	48985538	117.842056	71.784058
